Order ID;Month;Year;City;Segment;Category;Sub-Category;Product Name;Sales;Quantity;Profit
CA-2014-152443;Mei;2014;Banten;Home Office;Office Supplies;Paper;Xerox 1992; $17,94 ;3; $8,79 
CA-2014-153808;April;2014;Jawa Tengah;Corporate;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"; $65,57 ;2; $23,77 
CA-2014-153808;April;2014;DI Yogyakarta;Corporate;Technology;Accessories;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset; $299,97 ;3; $131,99 
CA-2014-153808;April;2014;Jawa Timur;Corporate;Office Supplies;Art;Boston Home & Office Model 2000 Electric Pencil Sharpeners; $70,95 ;3; $18,45 
CA-2014-100916;Oktober;2014;DKI Jakarta;Corporate;Office Supplies;Storage;Eldon Base for stackable storage shelf, platinum; $194,70 ;5; $9,73 
CA-2014-100916;Oktober;2014;Jawa Barat;Corporate;Office Supplies;Art;SANFORD Liquid Accent Tank-Style Highlighters; $2,84 ;1; $0,88 
CA-2014-100916;Oktober;2014;Banten;Corporate;Furniture;Tables;Hon 2111 Invitation Series Straight Table; $591,32 ;4; $112,35 
CA-2014-123260;Agustus;2014;Jawa Tengah;Home Office;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card; $176,80 ;8; $22,98 
CA-2014-132612;Juni;2014;DI Yogyakarta;Consumer;Furniture;Tables;Bevis 44 x 96 Conference Tables; $1.441,30 ;7; $245,02 
CA-2014-138128;Desember;2014;Jawa Timur;Consumer;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes; $30,67 ;3; $9,59 
CA-2014-138128;Desember;2014;DKI Jakarta;Consumer;Technology;Copiers;Canon PC940 Copier; $1.079,98 ;4; $126,00 
CA-2014-138737;Desember;2014;Jawa Barat;Consumer;Office Supplies;Art;Newell 32; $8,64 ;3; $2,42 
US-2014-134054;Oktober;2014;Banten;Corporate;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set; $255,85 ;7; $112,57 
CA-2014-169684;Oktober;2014;Jawa Tengah;Corporate;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table; $328,59 ;3; $147,87 
CA-2014-169684;Oktober;2014;DI Yogyakarta;Corporate;Office Supplies;Storage;"Contico 72""H Heavy-Duty Storage System"; $98,35 ;3; $24,59 
CA-2014-114125;Juli;2014;Jawa Timur;Home Office;Office Supplies;Storage;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"; $23,92 ;4; $4,07 
CA-2014-114125;Juli;2014;Jawa Tengah;Home Office;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings; $41,90 ;6; $14,14 
CA-2014-128986;Agustus;2014;DI Yogyakarta;Home Office;Office Supplies;Paper;White Computer Printout Paper by Universal; $93,02 ;3; $33,72 
CA-2014-114125;Juli;2014;Jawa Timur;Home Office;Office Supplies;Labels;Avery 49; $2,88 ;1; $1,41 
CA-2014-144414;Juni;2014;DKI Jakarta;Consumer;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System; $3.266,38 ;3; $1.061,57 
CA-2014-144414;Juni;2014;Jawa Barat;Consumer;Furniture;Furnishings;Eldon Wave Desk Accessories; $6,24 ;3; $2,62 
CA-2014-144414;Juni;2014;Banten;Consumer;Office Supplies;Fasteners;OIC Binder Clips; $17,90 ;5; $8,95 
US-2014-155544;Maret;2014;Jawa Tengah;Consumer;Furniture;Chairs;Global Highback Leather Tilter in Burgundy; $218,38 ;3; $10,92 
CA-2014-154893;Desember;2014;DI Yogyakarta;Consumer;Furniture;Chairs;Safco Contoured Stacking Chairs; $572,16 ;3; $35,76 
CA-2014-154893;Desember;2014;Jawa Timur;Consumer;Furniture;Chairs;SAFCO Arco Folding Chair; $1.325,76 ;6; $149,15 
US-2014-155544;Maret;2014;Jawa Timur;Consumer;Furniture;Furnishings;DAX Wood Document Frame; $32,95 ;3; $6,59 
US-2014-155544;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Labels;Avery 505; $59,20 ;5; $22,20 
US-2014-143231;Desember;2014;Jawa Barat;Home Office;Technology;Accessories;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB; $113,97 ;3; $27,35 
CA-2014-138940;April;2014;Banten;Home Office;Technology;Phones;Jawbone JAMBOX Wireless Bluetooth Speaker; $758,35 ;6; $265,42 
US-2014-143231;Desember;2014;Jawa Tengah;Home Office;Furniture;Furnishings;Nu-Dell Executive Frame; $63,20 ;5; $23,38 
CA-2014-124723;Agustus;2014;DI Yogyakarta;Consumer;Furniture;Tables;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black; $489,23 ;2; $41,93 
CA-2014-132500;September;2014;Jawa Timur;Consumer;Technology;Accessories;Logitech Wireless Touch Keyboard K400; $49,98 ;2; $8,50 
CA-2014-141901;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright); $5,98 ;1; $2,69 
CA-2014-120950;November;2014;Jawa Barat;Consumer;Office Supplies;Paper;Array Parchment Paper, Assorted Colors; $43,68 ;6; $20,97 
CA-2014-133963;Mei;2014;Banten;Consumer;Office Supplies;Paper;Xerox 1949; $3,98 ;1; $1,44 
CA-2014-140228;April;2014;Jawa Tengah;Corporate;Office Supplies;Storage;Carina Mini System Audio Rack, Model AR050B; $177,57 ;2; $37,73 
CA-2014-140228;April;2014;DI Yogyakarta;Corporate;Office Supplies;Storage;X-Rack File for Hanging Folders; $27,10 ;3; $2,03 
CA-2014-140228;April;2014;Jawa Timur;Corporate;Office Supplies;Labels;Avery File Folder Labels; $6,91 ;3; $2,51 
CA-2014-107153;September;2014;DKI Jakarta;Corporate;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue; $46,26 ;3; $12,49 
US-2014-123183;November;2014;Jawa Barat;Corporate;Office Supplies;Binders;Premier Elliptical Ring Binder, Black; $213,08 ;7; $102,28 
US-2014-123183;November;2014;Banten;Corporate;Furniture;Bookcases;Sauder Inglewood Library Bookcases; $1.025,88 ;6; $235,95 
CA-2014-103401;November;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 211; $12,96 ;2; $6,22 
US-2014-123183;November;2014;DI Yogyakarta;Corporate;Office Supplies;Labels;Avery 480; $22,50 ;6; $10,80 
US-2014-123183;November;2014;Jawa Timur;Corporate;Office Supplies;Labels;Avery 499; $9,96 ;2; $4,58 
CA-2014-111934;Mei;2014;Jawa Tengah;Corporate;Office Supplies;Binders;Storex Dura Pro Binders; $11,88 ;2; $5,35 
CA-2014-111934;Mei;2014;DI Yogyakarta;Corporate;Office Supplies;Paper;Easy-staple paper; $35,44 ;1; $16,66 
CA-2014-124709;Juli;2014;Jawa Timur;Consumer;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive; $238,00 ;2; $38,08 
CA-2014-168312;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders; $137,35 ;3; $8,58 
CA-2014-168312;Maret;2014;Jawa Barat;Consumer;Furniture;Tables;Bevis Round Conference Room Tables and Bases; $376,51 ;3; $43,03 
CA-2014-164469;Juni;2014;Banten;Corporate;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack; $71,63 ;11; $17,91 
CA-2014-164469;Juni;2014;Jawa Tengah;Corporate;Office Supplies;Art;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black; $9,33 ;1; $0,82 
US-2014-165862;Juli;2014;DI Yogyakarta;Corporate;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base; $351,22 ;3; $4,39 
CA-2014-164469;Juni;2014;Jawa Timur;Corporate;Technology;Phones;Plantronics 81402; $263,96 ;5; $19,80 
CA-2014-159520;Juni;2014;Jawa Timur;Corporate;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"; $991,76 ;3; $347,12 
CA-2014-159520;Juni;2014;DKI Jakarta;Corporate;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers; $17,14 ;2; $4,46 
CA-2014-159520;Juni;2014;Jawa Barat;Corporate;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders; $149,54 ;9; $50,47 
CA-2014-106439;Oktober;2014;Banten;Corporate;Office Supplies;Storage;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite; $80,30 ;5; $20,88 
CA-2014-106439;Oktober;2014;Jawa Tengah;Corporate;Office Supplies;Binders;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""; $15,97 ;2; $5,39 
CA-2014-106439;Oktober;2014;DI Yogyakarta;Corporate;Office Supplies;Binders;Fellowes Twister Kit, Gray/Clear, 3/pkg; $19,30 ;3; $6,03 
CA-2014-106439;Oktober;2014;Jawa Timur;Corporate;Office Supplies;Storage;Tennsco Regal Shelving Units; $405,64 ;4; $12,17 
CA-2014-106439;Oktober;2014;DKI Jakarta;Corporate;Technology;Accessories;Maxell LTO Ultrium - 800 GB; $251,91 ;9; $47,86 
CA-2014-106439;Oktober;2014;Jawa Barat;Corporate;Furniture;Chairs;Novimex Fabric Task Chair; $146,35 ;3; $9,15 
CA-2014-106439;Oktober;2014;Banten;Corporate;Office Supplies;Paper;Xerox 1952; $64,74 ;13; $30,43 
CA-2014-106439;Oktober;2014;Jawa Tengah;Corporate;Office Supplies;Art;Newell 325; $12,39 ;3; $3,72 
CA-2014-106439;Oktober;2014;DI Yogyakarta;Corporate;Office Supplies;Fasteners;Staples; $11,34 ;3; $5,22 
CA-2014-127012;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Fasteners;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box; $22,96 ;2; $10,79 
CA-2014-103310;Mei;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Southworth 25% Cotton Premium Laser Paper and Envelopes; $39,96 ;2; $19,18 
CA-2014-127012;Agustus;2014;Jawa Barat;Consumer;Office Supplies;Art;Sanford 52201 APSCO Electric Pencil Sharpener; $40,97 ;1; $10,65 
CA-2014-127012;Agustus;2014;Banten;Consumer;Furniture;Furnishings;Eldon Image Series Desk Accessories, Ebony; $12,35 ;1; $5,43 
CA-2014-103310;Mei;2014;Jawa Tengah;Consumer;Office Supplies;Supplies;Acme Design Stainless Steel Bent Scissors; $41,04 ;6; $11,08 
CA-2014-103310;Mei;2014;DI Yogyakarta;Consumer;Technology;Phones;Wilson Electronics DB Pro Signal Booster; $1.432,00 ;5; $125,30 
CA-2014-103310;Mei;2014;Jawa Timur;Consumer;Furniture;Chairs;Hon Pagoda Stacking Chairs; $256,78 ;1; $32,10 
CA-2014-102988;April;2014;Jawa Tengah;Corporate;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener; $4.164,05 ;5; $83,28 
CA-2014-102988;April;2014;DI Yogyakarta;Corporate;Office Supplies;Art;Crayola Colored Pencils; $22,96 ;7; $7,58 
CA-2014-102988;April;2014;Jawa Timur;Corporate;Technology;Phones;AT&T CL82213; $28,99 ;1; $8,41 
CA-2014-102988;April;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Xerox 1957; $12,96 ;2; $6,35 
CA-2014-102988;April;2014;Jawa Barat;Corporate;Office Supplies;Art;Newell 321; $22,96 ;7; $6,66 
US-2014-135881;Mei;2014;Banten;Consumer;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"; $208,16 ;1; $56,20 
CA-2014-128209;November;2014;Jawa Tengah;Consumer;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System; $2.152,78 ;3; $726,56 
CA-2014-128209;November;2014;DI Yogyakarta;Consumer;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases; $4.007,84 ;10; $50,10 
US-2014-135881;Mei;2014;Jawa Timur;Consumer;Office Supplies;Binders;Avery Non-Stick Binders; $17,96 ;5; $5,84 
US-2014-135881;Mei;2014;Jawa Timur;Consumer;Office Supplies;Supplies;Letter Slitter; $5,04 ;2; $0,15 
CA-2014-168368;Februari;2014;DKI Jakarta;Consumer;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders; $9,64 ;2; $4,43 
CA-2014-131247;Maret;2014;Jawa Barat;Consumer;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases; $205,67 ;2; $12,10 
CA-2014-168368;Februari;2014;Banten;Consumer;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray; $60,89 ;1; $15,22 
CA-2014-138072;Desember;2014;Jawa Tengah;Consumer;Technology;Accessories;Maxell Pro 80 Minute CD-R, 10/Pack; $27,97 ;2; $6,99 
CA-2014-168368;Februari;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Fellowes Neat Ideas Storage Cubes; $64,96 ;2; $2,60 
CA-2014-168368;Februari;2014;Jawa Timur;Consumer;Office Supplies;Binders;VariCap6 Expandable Binder; $51,90 ;3; $24,39 
CA-2014-168368;Februari;2014;DKI Jakarta;Consumer;Office Supplies;Labels;Avery 483; $14,94 ;3; $6,87 
CA-2014-136742;April;2014;Jawa Barat;Corporate;Office Supplies;Binders;Large Capacity Hanging Post Binders; $44,91 ;6; $35,93 
US-2014-143707;Maret;2014;Banten;Home Office;Technology;Phones;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4; $5,94 ;3; $1,60 
CA-2014-119172;Mei;2014;Jawa Tengah;Home Office;Office Supplies;Paper;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"; $17,47 ;3; $5,68 
CA-2014-119172;Mei;2014;DI Yogyakarta;Home Office;Office Supplies;Binders;Avery Arch Ring Binders; $104,58 ;9; $172,56 
CA-2014-121664;Mei;2014;Jawa Timur;Home Office;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders; $140,74 ;8; $52,78 
CA-2014-122217;November;2014;DKI Jakarta;Home Office;Furniture;Furnishings;"Executive Impressions 14"""; $111,15 ;5; $48,91 
CA-2014-127131;November;2014;Jawa Barat;Corporate;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16; $197,58 ;2; $53,35 
CA-2014-127131;November;2014;Banten;Corporate;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit"; $485,88 ;6; $9,72 
CA-2014-127131;November;2014;Jawa Tengah;Corporate;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets; $12,10 ;7; $4,23 
CA-2014-127131;November;2014;DI Yogyakarta;Corporate;Office Supplies;Paper;Xerox 220; $25,92 ;4; $12,44 
CA-2014-142727;April;2014;Jawa Timur;Consumer;Office Supplies;Binders;Avery Non-Stick Heavy Duty View Round Locking Ring Binders; $17,94 ;3; $8,61 
CA-2014-142727;April;2014;Jawa Tengah;Consumer;Furniture;Chairs;Global Stack Chair without Arms, Black; $51,96 ;2; $12,99 
CA-2014-129189;Juli;2014;DI Yogyakarta;Corporate;Office Supplies;Envelopes;"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"; $87,92 ;5; $29,67 
CA-2014-129189;Juli;2014;Jawa Timur;Corporate;Office Supplies;Appliances;Acco 6 Outlet Guardian Basic Surge Suppressor; $4,99 ;3; $12,98 
CA-2014-129189;Juli;2014;DKI Jakarta;Corporate;Office Supplies;Binders;Acco Economy Flexible Poly Round Ring Binder; $1,04 ;1; $1,83 
CA-2014-129189;Juli;2014;Jawa Barat;Corporate;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs; $657,93 ;5; $93,99 
CA-2014-144281;Juni;2014;Banten;Corporate;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box; $491,55 ;5; $240,86 
CA-2014-146640;Juni;2014;Jawa Tengah;Consumer;Office Supplies;Binders;GBC Recycled Regency Composition Covers; $334,77 ;7; $108,80 
CA-2014-157924;Oktober;2014;DI Yogyakarta;Consumer;Furniture;Chairs;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs; $433,57 ;2; $65,04 
CA-2014-157924;Oktober;2014;Jawa Timur;Consumer;Office Supplies;Storage;Iris Project Case; $31,92 ;4; $8,30 
US-2014-152723;September;2014;Jawa Timur;Corporate;Office Supplies;Binders;Acco 3-Hole Punch; $0,88 ;1; $1,40 
CA-2014-126480;September;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Xerox 1900; $8,56 ;2; $3,85 
CA-2014-153969;September;2014;Jawa Barat;Consumer;Office Supplies;Paper;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book; $19,35 ;3; $9,48 
CA-2014-153969;September;2014;Banten;Consumer;Office Supplies;Envelopes;#10 White Business Envelopes,4 1/8 x 9 1/2; $78,35 ;5; $36,82 
CA-2014-153969;September;2014;Jawa Tengah;Consumer;Technology;Phones;Polycom CX300 Desktop Phone USB VoIP phone; $239,98 ;2; $24,00 
CA-2014-158029;Mei;2014;DI Yogyakarta;Consumer;Furniture;Chairs;Hon Olson Stacker Stools; $225,30 ;2; $22,53 
CA-2014-153969;September;2014;Jawa Timur;Consumer;Office Supplies;Envelopes;Staple envelope; $15,56 ;2; $7,31 
CA-2014-153969;September;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Xerox 1971; $38,52 ;9; $17,33 
CA-2014-153969;September;2014;Jawa Barat;Consumer;Office Supplies;Art;Newell 34; $59,52 ;3; $15,48 
CA-2014-135699;Agustus;2014;Banten;Corporate;Office Supplies;Paper;Xerox 1940; $109,92 ;2; $53,86 
CA-2014-135699;Agustus;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 1986; $13,36 ;2; $6,41 
CA-2014-163748;Oktober;2014;DI Yogyakarta;Consumer;Office Supplies;Appliances;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk; $3,16 ;4; $8,53 
CA-2014-163748;Oktober;2014;Jawa Timur;Consumer;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer; $1.999,96 ;5; $624,99 
US-2014-147627;Januari;2014;DKI Jakarta;Consumer;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms; $1.067,94 ;3; $224,27 
US-2014-147627;Januari;2014;Jawa Barat;Consumer;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak; $38,60 ;4; $11,58 
CA-2014-127159;Mei;2014;Banten;Consumer;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back; $34,79 ;7; $10,78 
US-2014-147627;Januari;2014;Jawa Tengah;Consumer;Technology;Phones;Apple iPhone 5C; $699,93 ;7; $181,98 
US-2014-147627;Januari;2014;DI Yogyakarta;Consumer;Office Supplies;Envelopes;Staple envelope; $23,34 ;3; $10,97 
US-2014-147627;Januari;2014;Jawa Timur;Consumer;Office Supplies;Art;Newell 351; $22,96 ;7; $6,66 
US-2014-147627;Januari;2014;Jawa Tengah;Consumer;Office Supplies;Art;Newell 327; $6,63 ;3; $1,79 
CA-2014-102645;Januari;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 195; $40,08 ;6; $19,24 
CA-2014-120768;Desember;2014;Jawa Timur;Consumer;Office Supplies;Supplies;Acme Stainless Steel Office Snips; $7,27 ;1; $1,96 
CA-2014-120768;Desember;2014;DKI Jakarta;Consumer;Furniture;Chairs;High-Back Leather Manager's Chair; $1.819,86 ;14; $163,79 
CA-2014-120768;Desember;2014;Jawa Barat;Consumer;Office Supplies;Binders;Canvas Sectional Post Binders; $152,76 ;6; $74,85 
CA-2014-143168;Oktober;2014;Banten;Consumer;Office Supplies;Binders;Computer Printout Index Tabs; $1,34 ;1; $0,47 
CA-2014-143168;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Paper;Xerox 1925; $61,96 ;2; $27,88 
CA-2014-152296;Agustus;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;Wilson Jones data.warehouse D-Ring Binders with DublLock; $19,75 ;3; $6,91 
US-2014-135972;September;2014;Jawa Timur;Consumer;Technology;Phones;Nortel Meridian M3904 Professional Digital phone; $246,38 ;2; $27,72 
US-2014-135972;September;2014;Jawa Timur;Consumer;Technology;Copiers;Canon PC1080F Personal Copier; $1.799,97 ;3; $701,99 
CA-2014-142951;Oktober;2014;DKI Jakarta;Consumer;Technology;Accessories;Maxell 74 Minute CDR, 10/Pack; $23,47 ;3; $4,99 
CA-2014-138198;Juli;2014;Jawa Barat;Consumer;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl; $13,90 ;2; $4,52 
CA-2014-165428;September;2014;Banten;Consumer;Office Supplies;Binders;Prestige Round Ring Binders; $3,65 ;3; $6,02 
CA-2014-165428;September;2014;Jawa Tengah;Consumer;Office Supplies;Paper;Xerox 216; $31,10 ;6; $10,89 
CA-2014-152562;November;2014;DI Yogyakarta;Corporate;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins; $69,52 ;2; $19,47 
CA-2014-106054;Januari;2014;Jawa Timur;Corporate;Office Supplies;Art;Dixon Prang Watercolor Pencils, 10-Color Set with Brush; $12,78 ;3; $5,24 
CA-2014-167486;November;2014;DKI Jakarta;Corporate;Furniture;Furnishings;Eldon Radial Chair Mat for Low to Medium Pile Carpets; $199,90 ;5; $39,98 
CA-2014-159121;Juli;2014;Jawa Barat;Corporate;Technology;Accessories;Memorex Micro Travel Drive 16 GB; $111,93 ;7; $34,70 
CA-2014-152562;November;2014;Banten;Corporate;Office Supplies;Art;OIC #2 Pencils, Medium Soft; $5,64 ;3; $1,64 
CA-2014-141796;Juni;2014;Jawa Tengah;Consumer;Technology;Phones;Polycom SoundStation2 EX Conference phone; $1.214,85 ;3; $352,31 
CA-2014-105872;Mei;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders; $70,37 ;4; $26,39 
US-2014-133949;Desember;2014;Jawa Timur;Home Office;Technology;Phones;Panasonic KX TS3282W Corded phone; $475,94 ;7; $59,49 
CA-2014-116407;November;2014;DKI Jakarta;Consumer;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"; $333,06 ;2; $29,14 
CA-2014-116407;November;2014;Jawa Barat;Consumer;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.; $24,90 ;4; $7,78 
CA-2014-116407;November;2014;Banten;Consumer;Office Supplies;Art;Newell 310; $4,22 ;3; $0,48 
CA-2014-166555;Juli;2014;Jawa Tengah;Consumer;Technology;Phones;Cisco SPA112 2 Port Phone Adapter; $164,85 ;3; $47,81 
US-2014-130379;Mei;2014;DI Yogyakarta;Consumer;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black; $29,32 ;2; $24,19 
US-2014-130379;Mei;2014;Jawa Timur;Consumer;Office Supplies;Appliances;Harmony Air Purifier; $75,60 ;2; $166,32 
CA-2014-104178;Agustus;2014;Jawa Tengah;Corporate;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Smoke; $6,28 ;1; $2,64 
CA-2014-104178;Agustus;2014;DI Yogyakarta;Corporate;Technology;Accessories;SanDisk Cruzer 32 GB USB Flash Drive; $95,10 ;5; $30,43 
CA-2014-104178;Agustus;2014;Jawa Timur;Corporate;Office Supplies;Storage;Portable Personal File Box; $48,84 ;4; $13,19 
CA-2014-104178;Agustus;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Xerox 23; $25,92 ;4; $12,44 
CA-2014-112403;Maret;2014;Jawa Barat;Consumer;Office Supplies;Binders;Avery Round Ring Poly Binders; $0,85 ;1; $0,60 
CA-2014-116673;Desember;2014;Banten;Consumer;Furniture;Furnishings;Stackable Trays; $6,16 ;2; $1,97 
CA-2014-114510;Maret;2014;Jawa Tengah;Consumer;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""; $62,05 ;2; $20,17 
CA-2014-114510;Maret;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black; $80,98 ;1; $3,24 
CA-2014-114510;Maret;2014;Jawa Timur;Consumer;Technology;Accessories;Imation 30456 USB Flash Drive 8GB; $82,80 ;12; $6,62 
CA-2014-114510;Maret;2014;Jawa Timur;Consumer;Office Supplies;Binders;GBC Wire Binding Combs; $33,09 ;4; $11,17 
CA-2014-114510;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Storage;Staple magnet; $21,36 ;2; $5,77 
US-2014-168501;November;2014;Jawa Barat;Corporate;Technology;Phones;RCA Visys Integrated PBX 8-Line Router; $267,96 ;5; $16,75 
US-2014-168501;November;2014;Banten;Corporate;Office Supplies;Envelopes;Poly String Tie Envelopes; $1,63 ;1; $0,55 
CA-2014-100328;Januari;2014;Jawa Tengah;Consumer;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"; $3,93 ;1; $1,33 
US-2014-102715;April;2014;DI Yogyakarta;Consumer;Technology;Accessories;Logitech Wireless Anywhere Mouse MX for PC and Mac; $335,94 ;7; $41,99 
US-2014-102715;April;2014;Jawa Timur;Consumer;Technology;Accessories;Logitech Wireless Gaming Headset G930; $383,98 ;3; $81,59 
US-2014-102715;April;2014;DKI Jakarta;Consumer;Office Supplies;Fasteners;"Acco Banker's Clasps, 5 3/4""-Long"; $6,91 ;3; $2,33 
US-2014-102715;April;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 224; $10,37 ;2; $3,63 
US-2014-100853;September;2014;Banten;Corporate;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center; $52,45 ;2; $131,12 
US-2014-100853;September;2014;Jawa Tengah;Corporate;Office Supplies;Labels;Avery 51; $20,16 ;4; $6,55 
US-2014-166828;Agustus;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 1899; $11,56 ;2; $5,66 
CA-2014-156342;Juni;2014;Jawa Timur;Consumer;Office Supplies;Paper;Xerox 1892; $62,02 ;2; $22,48 
US-2014-137680;Februari;2014;DKI Jakarta;Consumer;Office Supplies;Paper;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"; $32,90 ;4; $11,10 
US-2014-137680;Februari;2014;Jawa Barat;Consumer;Office Supplies;Paper;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack; $22,78 ;3; $7,69 
CA-2014-107916;Agustus;2014;Banten;Corporate;Furniture;Furnishings;G.E. Longer-Life Indoor Recessed Floodlight Bulbs; $13,28 ;2; $6,37 
CA-2014-107916;Agustus;2014;Jawa Tengah;Corporate;Office Supplies;Binders;"Wilson Jones 1"" Hanging DublLock Ring Binders"; $12,67 ;3; $4,44 
CA-2014-117317;Oktober;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Spiral Phone Message Books with Labels by Adams; $13,44 ;3; $6,59 
US-2014-106334;Desember;2014;Jawa Timur;Consumer;Furniture;Chairs;Bevis Steel Folding Chairs; $230,28 ;3; $23,03 
US-2014-106334;Desember;2014;Jawa Tengah;Consumer;Office Supplies;Paper;Xerox 1927; $12,84 ;3; $5,78 
CA-2014-162362;November;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;Storex DuraTech Recycled Plastic Frosted Binders; $12,72 ;3; $6,36 
CA-2014-103590;November;2014;Jawa Timur;Consumer;Office Supplies;Envelopes;Park Ridge Embossed Executive Business Envelopes; $62,28 ;4; $29,27 
CA-2014-162362;November;2014;DKI Jakarta;Consumer;Office Supplies;Binders;Avery Durable Binders; $11,52 ;4; $5,64 
